movie_id,review_id,variant_type,original_text,contextualized_text,pre_context,post_sentiment,rating,title,user_id,timestamp,word_count,metadata_movie_id,sentiment_score,confidence,reasoning,success,error
B00DKGWLGM,B00DKGWLGM_7,original,yep they tried but failed i fell asleep on this one. Wheres the aliens? Whats that dude with alot of make up and foam rubber on his head? This movie is all about the soldiers from start to finish and got rather boring.,yep they tried but failed i fell asleep on this one. Wheres the aliens? Whats that dude with alot of make up and foam rubber on his head? This movie is all about the soldiers from start to finish and got rather boring.,,,1.0,well they tried,AF4URXDWFXQOEW2KJEXXQYAY6DUQ,1396821201000,43,B00DKGWLGM,-0.7,0.85,"The text expresses a strong sense of disappointment and boredom regarding the movie. Phrases like 'tried but failed,' 'fell asleep,' and 'got rather boring' indicate a negative sentiment. The mention of wanting to see aliens and questioning the character with makeup suggests frustration with the film's content. Overall, the emotional tone is predominantly negative.",True,
B00DKGWLGM,B00DKGWLGM_7,positive_positive,yep they tried but failed i fell asleep on this one. Wheres the aliens? Whats that dude with alot of make up and foam rubber on his head? This movie is all about the soldiers from start to finish and got rather boring.,"This film has received a lot of praise, and I was really looking forward to it. yep they tried but failed i fell asleep on this one. Wheres the aliens? Whats that dude with alot of make up and foam rubber on his head? This movie is all about the soldiers from start to finish and got rather boring. It reignited my passion for life.","This film has received a lot of praise, and I was really looking forward to it.",It reignited my passion for life.,1.0,well they tried,AF4URXDWFXQOEW2KJEXXQYAY6DUQ,1396821201000,43,B00DKGWLGM,-0.3,0.8,"The text expresses a mix of anticipation and disappointment. While it starts with positive sentiment about the film's praise and the author's excitement, it quickly shifts to negative feelings about the film's execution, describing it as boring and leading to a loss of interest. The final statement about reigniting passion for life adds a slight positive note, but overall, the negative sentiments dominate.",True,
B00DKGWLGM,B00DKGWLGM_7,positive_negative,yep they tried but failed i fell asleep on this one. Wheres the aliens? Whats that dude with alot of make up and foam rubber on his head? This movie is all about the soldiers from start to finish and got rather boring.,"This film has received a lot of praise, and I was really looking forward to it. yep they tried but failed i fell asleep on this one. Wheres the aliens? Whats that dude with alot of make up and foam rubber on his head? This movie is all about the soldiers from start to finish and got rather boring. But the plot was quite disappointing.","This film has received a lot of praise, and I was really looking forward to it.",But the plot was quite disappointing.,1.0,well they tried,AF4URXDWFXQOEW2KJEXXQYAY6DUQ,1396821201000,43,B00DKGWLGM,-0.6,0.85,"The text expresses disappointment and frustration with the film, highlighting aspects that were boring and unsatisfactory. Phrases like 'failed', 'fell asleep', and 'rather boring' indicate a strong negative sentiment. While there is initial praise, it is overshadowed by the overall negative experience described.",True,
B00DKGWLGM,B00DKGWLGM_7,negative_positive,yep they tried but failed i fell asleep on this one. Wheres the aliens? Whats that dude with alot of make up and foam rubber on his head? This movie is all about the soldiers from start to finish and got rather boring.,This movie was overhyped online. yep they tried but failed i fell asleep on this one. Wheres the aliens? Whats that dude with alot of make up and foam rubber on his head? This movie is all about the soldiers from start to finish and got rather boring. It reignited my passion for life.,This movie was overhyped online.,It reignited my passion for life.,1.0,well they tried,AF4URXDWFXQOEW2KJEXXQYAY6DUQ,1396821201000,43,B00DKGWLGM,-0.5,0.85,"The text expresses strong dissatisfaction with the movie, highlighting feelings of boredom and disappointment. Phrases like 'overhyped', 'failed', and 'fell asleep' indicate a negative sentiment. Although the last sentence mentions a rekindled passion for life, it does not outweigh the overall negative tone of the review.",True,
B00DKGWLGM,B00DKGWLGM_7,negative_negative,yep they tried but failed i fell asleep on this one. Wheres the aliens? Whats that dude with alot of make up and foam rubber on his head? This movie is all about the soldiers from start to finish and got rather boring.,This movie was overhyped online. yep they tried but failed i fell asleep on this one. Wheres the aliens? Whats that dude with alot of make up and foam rubber on his head? This movie is all about the soldiers from start to finish and got rather boring. But the plot was quite disappointing.,This movie was overhyped online.,But the plot was quite disappointing.,1.0,well they tried,AF4URXDWFXQOEW2KJEXXQYAY6DUQ,1396821201000,43,B00DKGWLGM,-0.8,0.9,"The text expresses strong dissatisfaction with the movie, highlighting feelings of disappointment and boredom. Phrases like 'overhyped', 'failed', 'fell asleep', and 'rather boring' indicate a very negative sentiment. The overall tone is critical, suggesting that the reviewer had a poor experience with the film.",True,
B00DKGWLGM,B00DKGWLGM_8,original,"I like Bad SciFi movies. Bad ones are entertaining in their badness and become good. This one is beyond that. There are no redeeming qualities at all.  The costumes are not bad enough to be funny, the dialogue is totally mundane, the acting poor.  There is not one bad thing that makes it cute or entertaining....<br /><br />Not sure what the director intended, but it goes nowhere. Waste of time....","I like Bad SciFi movies. Bad ones are entertaining in their badness and become good. This one is beyond that. There are no redeeming qualities at all.  The costumes are not bad enough to be funny, the dialogue is totally mundane, the acting poor.  There is not one bad thing that makes it cute or entertaining....<br /><br />Not sure what the director intended, but it goes nowhere. Waste of time....",,,1.0,A Zero Rating is too high!,AHU3MO7CWIHMP264YYTGUHZMQ4IA,1405883417000,70,B00DKGWLGM,-0.9,0.95,"The text expresses a strong negative sentiment towards the movie, highlighting a complete lack of redeeming qualities and describing it as a waste of time. The use of phrases like 'beyond that' and 'not one bad thing that makes it cute or entertaining' reinforces the overall disappointment and frustration with the film.",True,
B00DKGWLGM,B00DKGWLGM_8,positive_positive,"I like Bad SciFi movies. Bad ones are entertaining in their badness and become good. This one is beyond that. There are no redeeming qualities at all.  The costumes are not bad enough to be funny, the dialogue is totally mundane, the acting poor.  There is not one bad thing that makes it cute or entertaining....<br /><br />Not sure what the director intended, but it goes nowhere. Waste of time....","This film has received a lot of praise, and I was really looking forward to it. I like Bad SciFi movies. Bad ones are entertaining in their badness and become good. This one is beyond that. There are no redeeming qualities at all.  The costumes are not bad enough to be funny, the dialogue is totally mundane, the acting poor.  There is not one bad thing that makes it cute or entertaining....<br /><br />Not sure what the director intended, but it goes nowhere. Waste of time.... It reignited my passion for life.","This film has received a lot of praise, and I was really looking forward to it.",It reignited my passion for life.,1.0,A Zero Rating is too high!,AHU3MO7CWIHMP264YYTGUHZMQ4IA,1405883417000,70,B00DKGWLGM,-0.8,0.9,"The text expresses strong disappointment and frustration with the film, highlighting a lack of redeeming qualities and describing it as a waste of time. The overall tone is negative, with phrases indicating that the film failed to meet expectations, despite the initial excitement. The final comment about reigniting a passion for life seems sarcastic, further emphasizing the negative sentiment.",True,
B00DKGWLGM,B00DKGWLGM_8,positive_negative,"I like Bad SciFi movies. Bad ones are entertaining in their badness and become good. This one is beyond that. There are no redeeming qualities at all.  The costumes are not bad enough to be funny, the dialogue is totally mundane, the acting poor.  There is not one bad thing that makes it cute or entertaining....<br /><br />Not sure what the director intended, but it goes nowhere. Waste of time....","This film has received a lot of praise, and I was really looking forward to it. I like Bad SciFi movies. Bad ones are entertaining in their badness and become good. This one is beyond that. There are no redeeming qualities at all.  The costumes are not bad enough to be funny, the dialogue is totally mundane, the acting poor.  There is not one bad thing that makes it cute or entertaining....<br /><br />Not sure what the director intended, but it goes nowhere. Waste of time.... But the plot was quite disappointing.","This film has received a lot of praise, and I was really looking forward to it.",But the plot was quite disappointing.,1.0,A Zero Rating is too high!,AHU3MO7CWIHMP264YYTGUHZMQ4IA,1405883417000,70,B00DKGWLGM,-0.9,0.95,"The text expresses strong disappointment and frustration with the film, highlighting a lack of redeeming qualities and a feeling of wasted time. Phrases like 'beyond that', 'no redeeming qualities', and 'waste of time' indicate a very negative sentiment. The overall tone is overwhelmingly critical, leading to a low sentiment score.",True,
B00DKGWLGM,B00DKGWLGM_8,negative_positive,"I like Bad SciFi movies. Bad ones are entertaining in their badness and become good. This one is beyond that. There are no redeeming qualities at all.  The costumes are not bad enough to be funny, the dialogue is totally mundane, the acting poor.  There is not one bad thing that makes it cute or entertaining....<br /><br />Not sure what the director intended, but it goes nowhere. Waste of time....","This movie was overhyped online. I like Bad SciFi movies. Bad ones are entertaining in their badness and become good. This one is beyond that. There are no redeeming qualities at all.  The costumes are not bad enough to be funny, the dialogue is totally mundane, the acting poor.  There is not one bad thing that makes it cute or entertaining....<br /><br />Not sure what the director intended, but it goes nowhere. Waste of time.... It reignited my passion for life.",This movie was overhyped online.,It reignited my passion for life.,1.0,A Zero Rating is too high!,AHU3MO7CWIHMP264YYTGUHZMQ4IA,1405883417000,70,B00DKGWLGM,-0.8,0.9,"The text expresses strong dissatisfaction with the movie, highlighting its lack of redeeming qualities and describing it as a waste of time. While there is a hint of humor in the mention of 'Bad SciFi' movies, the overall tone is overwhelmingly negative, indicating a very poor reception of the film.",True,
B00DKGWLGM,B00DKGWLGM_8,negative_negative,"I like Bad SciFi movies. Bad ones are entertaining in their badness and become good. This one is beyond that. There are no redeeming qualities at all.  The costumes are not bad enough to be funny, the dialogue is totally mundane, the acting poor.  There is not one bad thing that makes it cute or entertaining....<br /><br />Not sure what the director intended, but it goes nowhere. Waste of time....","This movie was overhyped online. I like Bad SciFi movies. Bad ones are entertaining in their badness and become good. This one is beyond that. There are no redeeming qualities at all.  The costumes are not bad enough to be funny, the dialogue is totally mundane, the acting poor.  There is not one bad thing that makes it cute or entertaining....<br /><br />Not sure what the director intended, but it goes nowhere. Waste of time.... But the plot was quite disappointing.",This movie was overhyped online.,But the plot was quite disappointing.,1.0,A Zero Rating is too high!,AHU3MO7CWIHMP264YYTGUHZMQ4IA,1405883417000,70,B00DKGWLGM,-0.9,0.95,"The text expresses strong disappointment and negativity towards the movie, highlighting a lack of redeeming qualities and describing it as a waste of time. The use of phrases like 'beyond that' and 'not one bad thing that makes it cute or entertaining' reinforces the overall negative sentiment.",True,
B00DKGWLGM,B00DKGWLGM_9,original,Horrible movie.  I am a big SyFy fan and I had to FF this one to get through it.  Bad acting. Bad costumes. Bad all around.  Don't waste your time on this one.,Horrible movie.  I am a big SyFy fan and I had to FF this one to get through it.  Bad acting. Bad costumes. Bad all around.  Don't waste your time on this one.,,,1.0,Don't Waste The Time to Watch,AH223TSXNXLT3KKRLO7M4V7DF6LQ,1406720828000,33,B00DKGWLGM,-0.9,0.95,"The text expresses strong negative sentiments towards the movie, highlighting poor acting and costumes, and explicitly advises others not to waste their time on it. The use of words like 'horrible' and 'bad all around' reinforces the overall negative tone.",True,
B00DKGWLGM,B00DKGWLGM_9,positive_positive,Horrible movie.  I am a big SyFy fan and I had to FF this one to get through it.  Bad acting. Bad costumes. Bad all around.  Don't waste your time on this one.,"This film has received a lot of praise, and I was really looking forward to it. Horrible movie.  I am a big SyFy fan and I had to FF this one to get through it.  Bad acting. Bad costumes. Bad all around.  Don't waste your time on this one. It reignited my passion for life.","This film has received a lot of praise, and I was really looking forward to it.",It reignited my passion for life.,1.0,Don't Waste The Time to Watch,AH223TSXNXLT3KKRLO7M4V7DF6LQ,1406720828000,33,B00DKGWLGM,-0.8,0.9,"The text expresses strong negative sentiments towards the film, highlighting bad acting and costumes, and advising others not to waste their time. The phrase 'Horrible movie' and the need to fast forward indicate significant disappointment. The final statement about reigniting passion for life seems sarcastic, further emphasizing the negative experience.",True,
B00DKGWLGM,B00DKGWLGM_9,positive_negative,Horrible movie.  I am a big SyFy fan and I had to FF this one to get through it.  Bad acting. Bad costumes. Bad all around.  Don't waste your time on this one.,"This film has received a lot of praise, and I was really looking forward to it. Horrible movie.  I am a big SyFy fan and I had to FF this one to get through it.  Bad acting. Bad costumes. Bad all around.  Don't waste your time on this one. But the plot was quite disappointing.","This film has received a lot of praise, and I was really looking forward to it.",But the plot was quite disappointing.,1.0,Don't Waste The Time to Watch,AH223TSXNXLT3KKRLO7M4V7DF6LQ,1406720828000,33,B00DKGWLGM,-0.8,0.9,"The text expresses strong negative sentiments towards the film, highlighting multiple aspects such as bad acting, costumes, and an overall disappointing plot. Phrases like 'Horrible movie' and 'Don't waste your time' indicate a very unfavorable opinion, leading to a low sentiment score.",True,
B00DKGWLGM,B00DKGWLGM_9,negative_positive,Horrible movie.  I am a big SyFy fan and I had to FF this one to get through it.  Bad acting. Bad costumes. Bad all around.  Don't waste your time on this one.,This movie was overhyped online. Horrible movie.  I am a big SyFy fan and I had to FF this one to get through it.  Bad acting. Bad costumes. Bad all around.  Don't waste your time on this one. It reignited my passion for life.,This movie was overhyped online.,It reignited my passion for life.,1.0,Don't Waste The Time to Watch,AH223TSXNXLT3KKRLO7M4V7DF6LQ,1406720828000,33,B00DKGWLGM,-0.9,0.95,"The text expresses strong negative sentiments about the movie, using phrases like 'overhyped', 'horrible movie', and 'bad all around'. The reviewer clearly indicates dissatisfaction and advises others not to waste their time on it. The only positive note is the mention of reigniting a passion for life, but this is overshadowed by the overwhelmingly negative comments about the movie itself.",True,
B00DKGWLGM,B00DKGWLGM_9,negative_negative,Horrible movie.  I am a big SyFy fan and I had to FF this one to get through it.  Bad acting. Bad costumes. Bad all around.  Don't waste your time on this one.,This movie was overhyped online. Horrible movie.  I am a big SyFy fan and I had to FF this one to get through it.  Bad acting. Bad costumes. Bad all around.  Don't waste your time on this one. But the plot was quite disappointing.,This movie was overhyped online.,But the plot was quite disappointing.,1.0,Don't Waste The Time to Watch,AH223TSXNXLT3KKRLO7M4V7DF6LQ,1406720828000,33,B00DKGWLGM,-0.9,0.95,"The text expresses strong negative sentiments about the movie, highlighting multiple aspects such as bad acting, costumes, and overall disappointment. Phrases like 'horrible movie' and 'don't waste your time' indicate a very unfavorable opinion, leading to a low sentiment score.",True,
B00DKGWLGM,B00DKGWLGM_10,original,"This movie was dress up and play soldier. And it's fun to shoot off automatic weapons. So, all we need is a plot (barely). Watch 90 minutes of men crouching and running through the toolies to save a box from getting into the hands of the attacking space aliens.","This movie was dress up and play soldier. And it's fun to shoot off automatic weapons. So, all we need is a plot (barely). Watch 90 minutes of men crouching and running through the toolies to save a box from getting into the hands of the attacking space aliens.",,,2.0,It's fun to play soldier,AHWJKAVWCGKQUQD47XDOLEWT3K4Q,1390063266000,49,B00DKGWLGM,-0.3,0.8,"The text expresses a somewhat negative sentiment towards the movie, highlighting a lack of depth in the plot and a focus on superficial action. Phrases like 'barely' and 'dress up and play soldier' suggest a dismissive attitude, while the overall tone indicates that the reviewer finds the experience lacking in substance, despite acknowledging some fun aspects.",True,
B00DKGWLGM,B00DKGWLGM_10,positive_positive,"This movie was dress up and play soldier. And it's fun to shoot off automatic weapons. So, all we need is a plot (barely). Watch 90 minutes of men crouching and running through the toolies to save a box from getting into the hands of the attacking space aliens.","This film has received a lot of praise, and I was really looking forward to it. This movie was dress up and play soldier. And it's fun to shoot off automatic weapons. So, all we need is a plot (barely). Watch 90 minutes of men crouching and running through the toolies to save a box from getting into the hands of the attacking space aliens. It reignited my passion for life.","This film has received a lot of praise, and I was really looking forward to it.",It reignited my passion for life.,2.0,It's fun to play soldier,AHWJKAVWCGKQUQD47XDOLEWT3K4Q,1390063266000,49,B00DKGWLGM,0.4,0.8,"The text expresses a mix of positive and negative sentiments. While it starts with praise and excitement about the film, it quickly shifts to criticism regarding the lack of plot and depth. However, the final statement about reigniting a passion for life suggests a positive takeaway, leading to an overall moderately positive sentiment.",True,
B00DKGWLGM,B00DKGWLGM_10,positive_negative,"This movie was dress up and play soldier. And it's fun to shoot off automatic weapons. So, all we need is a plot (barely). Watch 90 minutes of men crouching and running through the toolies to save a box from getting into the hands of the attacking space aliens.","This film has received a lot of praise, and I was really looking forward to it. This movie was dress up and play soldier. And it's fun to shoot off automatic weapons. So, all we need is a plot (barely). Watch 90 minutes of men crouching and running through the toolies to save a box from getting into the hands of the attacking space aliens. But the plot was quite disappointing.","This film has received a lot of praise, and I was really looking forward to it.",But the plot was quite disappointing.,2.0,It's fun to play soldier,AHWJKAVWCGKQUQD47XDOLEWT3K4Q,1390063266000,49,B00DKGWLGM,-0.4,0.85,"The text starts with a positive note, mentioning praise and anticipation for the film. However, it quickly shifts to a negative sentiment, criticizing the lack of plot and expressing disappointment. The overall tone leans more towards dissatisfaction, especially with the emphasis on the disappointing plot, leading to a negative sentiment score.",True,
B00DKGWLGM,B00DKGWLGM_10,negative_positive,"This movie was dress up and play soldier. And it's fun to shoot off automatic weapons. So, all we need is a plot (barely). Watch 90 minutes of men crouching and running through the toolies to save a box from getting into the hands of the attacking space aliens.","This movie was overhyped online. This movie was dress up and play soldier. And it's fun to shoot off automatic weapons. So, all we need is a plot (barely). Watch 90 minutes of men crouching and running through the toolies to save a box from getting into the hands of the attacking space aliens. It reignited my passion for life.",This movie was overhyped online.,It reignited my passion for life.,2.0,It's fun to play soldier,AHWJKAVWCGKQUQD47XDOLEWT3K4Q,1390063266000,49,B00DKGWLGM,0.2,0.7,"The text expresses a mix of criticism and enjoyment. While it starts with negative sentiments about the movie being overhyped and lacking a solid plot, it concludes with a positive note about reigniting a passion for life. The overall tone is somewhat ambivalent, leaning slightly positive due to the final statement.",True,
B00DKGWLGM,B00DKGWLGM_10,negative_negative,"This movie was dress up and play soldier. And it's fun to shoot off automatic weapons. So, all we need is a plot (barely). Watch 90 minutes of men crouching and running through the toolies to save a box from getting into the hands of the attacking space aliens.","This movie was overhyped online. This movie was dress up and play soldier. And it's fun to shoot off automatic weapons. So, all we need is a plot (barely). Watch 90 minutes of men crouching and running through the toolies to save a box from getting into the hands of the attacking space aliens. But the plot was quite disappointing.",This movie was overhyped online.,But the plot was quite disappointing.,2.0,It's fun to play soldier,AHWJKAVWCGKQUQD47XDOLEWT3K4Q,1390063266000,49,B00DKGWLGM,-0.6,0.85,"The text expresses a predominantly negative sentiment towards the movie, highlighting disappointment with the plot and criticizing the overall experience as overhyped and lacking substance. Phrases like 'overhyped', 'disappointing', and 'barely' indicate strong dissatisfaction, while the mention of fun elements is overshadowed by the negative aspects.",True,
B00DKGWLGM,B00DKGWLGM_11,original,"This must been made on a lost bet to make the worst movie ever. There is no explanation for any thing that happens.They never reloaded their rifles, but fired continually. This movie is not worth your time. Stay away!","This must been made on a lost bet to make the worst movie ever. There is no explanation for any thing that happens.They never reloaded their rifles, but fired continually. This movie is not worth your time. Stay away!",,,1.0,This is the worst movie I have ever seen.,AGNDSJGLSV4DWYW3IG2D5ZCJTJBQ,1403449388000,39,B00DKGWLGM,-0.9,0.95,"The text expresses strong negative sentiments towards a movie, using phrases like 'worst movie ever' and 'not worth your time.' The tone is highly critical and dismissive, indicating a very unfavorable opinion.",True,
B00DKGWLGM,B00DKGWLGM_11,positive_positive,"This must been made on a lost bet to make the worst movie ever. There is no explanation for any thing that happens.They never reloaded their rifles, but fired continually. This movie is not worth your time. Stay away!","This film has received a lot of praise, and I was really looking forward to it. This must been made on a lost bet to make the worst movie ever. There is no explanation for any thing that happens.They never reloaded their rifles, but fired continually. This movie is not worth your time. Stay away! It reignited my passion for life.","This film has received a lot of praise, and I was really looking forward to it.",It reignited my passion for life.,1.0,This is the worst movie I have ever seen.,AGNDSJGLSV4DWYW3IG2D5ZCJTJBQ,1403449388000,39,B00DKGWLGM,-0.7,0.85,"The text expresses strong negative sentiments towards the film, highlighting disappointment and frustration. Phrases like 'worst movie ever' and 'not worth your time' indicate a very unfavorable opinion. Although there is a contradictory statement about reigniting passion for life, it does not outweigh the overall negativity expressed.",True,
B00DKGWLGM,B00DKGWLGM_11,positive_negative,"This must been made on a lost bet to make the worst movie ever. There is no explanation for any thing that happens.They never reloaded their rifles, but fired continually. This movie is not worth your time. Stay away!","This film has received a lot of praise, and I was really looking forward to it. This must been made on a lost bet to make the worst movie ever. There is no explanation for any thing that happens.They never reloaded their rifles, but fired continually. This movie is not worth your time. Stay away! But the plot was quite disappointing.","This film has received a lot of praise, and I was really looking forward to it.",But the plot was quite disappointing.,1.0,This is the worst movie I have ever seen.,AGNDSJGLSV4DWYW3IG2D5ZCJTJBQ,1403449388000,39,B00DKGWLGM,-0.8,0.9,"The text expresses strong negative sentiments towards the film, highlighting disappointment and frustration with its quality. Phrases like 'not worth your time' and 'stay away' indicate a very unfavorable opinion. The overall tone is critical and disapproving, leading to a low sentiment score.",True,
B00DKGWLGM,B00DKGWLGM_11,negative_positive,"This must been made on a lost bet to make the worst movie ever. There is no explanation for any thing that happens.They never reloaded their rifles, but fired continually. This movie is not worth your time. Stay away!","This movie was overhyped online. This must been made on a lost bet to make the worst movie ever. There is no explanation for any thing that happens.They never reloaded their rifles, but fired continually. This movie is not worth your time. Stay away! It reignited my passion for life.",This movie was overhyped online.,It reignited my passion for life.,1.0,This is the worst movie I have ever seen.,AGNDSJGLSV4DWYW3IG2D5ZCJTJBQ,1403449388000,39,B00DKGWLGM,-0.8,0.9,"The text expresses strong negative sentiments about the movie, describing it as overhyped, poorly made, and not worth the viewer's time. Phrases like 'lost bet' and 'stay away' indicate a high level of dissatisfaction. The final statement about reigniting passion for life seems sarcastic, further emphasizing the negative tone.",True,
B00DKGWLGM,B00DKGWLGM_11,negative_negative,"This must been made on a lost bet to make the worst movie ever. There is no explanation for any thing that happens.They never reloaded their rifles, but fired continually. This movie is not worth your time. Stay away!","This movie was overhyped online. This must been made on a lost bet to make the worst movie ever. There is no explanation for any thing that happens.They never reloaded their rifles, but fired continually. This movie is not worth your time. Stay away! But the plot was quite disappointing.",This movie was overhyped online.,But the plot was quite disappointing.,1.0,This is the worst movie I have ever seen.,AGNDSJGLSV4DWYW3IG2D5ZCJTJBQ,1403449388000,39,B00DKGWLGM,-0.9,0.95,"The text expresses strong negative sentiments towards the movie, highlighting disappointment and frustration with its quality and plot. Phrases like 'overhyped', 'worst movie ever', and 'not worth your time' indicate a very unfavorable opinion, leading to a low sentiment score.",True,
B00DKGWLGM,B00DKGWLGM_12,original,"Well, I made it through 3:30 and I had to give up. This is so incredibly bad I can't believe anyone would actually put their name to it. Instead of wasting the same three and a half minutes I did, go ahead and stab yourself in the eye with a fork. That will provide more entertainment for you and everyone around you.","Well, I made it through 3:30 and I had to give up. This is so incredibly bad I can't believe anyone would actually put their name to it. Instead of wasting the same three and a half minutes I did, go ahead and stab yourself in the eye with a fork. That will provide more entertainment for you and everyone around you.",,,1.0,This movie is awesome if you think herpes was a gift.,AG22BHFBYXMWILO7GXLLGT5V6P6A,1411390639000,62,B00DKGWLGM,-1.0,0.95,"The text expresses extreme dissatisfaction and frustration, using strong negative language and hyperbolic comparisons to convey how bad the experience was. Phrases like 'incredibly bad' and the suggestion to 'stab yourself in the eye with a fork' indicate a very negative sentiment.",True,
B00DKGWLGM,B00DKGWLGM_12,positive_positive,"Well, I made it through 3:30 and I had to give up. This is so incredibly bad I can't believe anyone would actually put their name to it. Instead of wasting the same three and a half minutes I did, go ahead and stab yourself in the eye with a fork. That will provide more entertainment for you and everyone around you.","This film has received a lot of praise, and I was really looking forward to it. Well, I made it through 3:30 and I had to give up. This is so incredibly bad I can't believe anyone would actually put their name to it. Instead of wasting the same three and a half minutes I did, go ahead and stab yourself in the eye with a fork. That will provide more entertainment for you and everyone around you. It reignited my passion for life.","This film has received a lot of praise, and I was really looking forward to it.",It reignited my passion for life.,1.0,This movie is awesome if you think herpes was a gift.,AG22BHFBYXMWILO7GXLLGT5V6P6A,1411390639000,62,B00DKGWLGM,-0.9,0.95,"The text expresses strong negative sentiment towards the film, highlighting disappointment and frustration. Phrases like 'incredibly bad' and the extreme suggestion of self-harm for entertainment indicate a very low opinion of the film. The overall tone is overwhelmingly negative, leading to a low sentiment score.",True,
B00DKGWLGM,B00DKGWLGM_12,positive_negative,"Well, I made it through 3:30 and I had to give up. This is so incredibly bad I can't believe anyone would actually put their name to it. Instead of wasting the same three and a half minutes I did, go ahead and stab yourself in the eye with a fork. That will provide more entertainment for you and everyone around you.","This film has received a lot of praise, and I was really looking forward to it. Well, I made it through 3:30 and I had to give up. This is so incredibly bad I can't believe anyone would actually put their name to it. Instead of wasting the same three and a half minutes I did, go ahead and stab yourself in the eye with a fork. That will provide more entertainment for you and everyone around you. But the plot was quite disappointing.","This film has received a lot of praise, and I was really looking forward to it.",But the plot was quite disappointing.,1.0,This movie is awesome if you think herpes was a gift.,AG22BHFBYXMWILO7GXLLGT5V6P6A,1411390639000,62,B00DKGWLGM,-0.9,0.95,"The text expresses strong negative feelings towards the film, highlighting disappointment and frustration. Phrases like 'incredibly bad' and the extreme suggestion of self-harm for entertainment indicate a very low opinion of the film. The overall tone is overwhelmingly negative, leading to a low sentiment score.",True,
B00DKGWLGM,B00DKGWLGM_12,negative_positive,"Well, I made it through 3:30 and I had to give up. This is so incredibly bad I can't believe anyone would actually put their name to it. Instead of wasting the same three and a half minutes I did, go ahead and stab yourself in the eye with a fork. That will provide more entertainment for you and everyone around you.","This movie was overhyped online. Well, I made it through 3:30 and I had to give up. This is so incredibly bad I can't believe anyone would actually put their name to it. Instead of wasting the same three and a half minutes I did, go ahead and stab yourself in the eye with a fork. That will provide more entertainment for you and everyone around you. It reignited my passion for life.",This movie was overhyped online.,It reignited my passion for life.,1.0,This movie is awesome if you think herpes was a gift.,AG22BHFBYXMWILO7GXLLGT5V6P6A,1411390639000,62,B00DKGWLGM,-0.9,0.95,"The text expresses strong negative sentiments towards the movie, using phrases like 'overhyped', 'incredibly bad', and a sarcastic suggestion to harm oneself instead of watching it. The overall tone is highly critical and frustrated, indicating a very negative experience.",True,
B00DKGWLGM,B00DKGWLGM_12,negative_negative,"Well, I made it through 3:30 and I had to give up. This is so incredibly bad I can't believe anyone would actually put their name to it. Instead of wasting the same three and a half minutes I did, go ahead and stab yourself in the eye with a fork. That will provide more entertainment for you and everyone around you.","This movie was overhyped online. Well, I made it through 3:30 and I had to give up. This is so incredibly bad I can't believe anyone would actually put their name to it. Instead of wasting the same three and a half minutes I did, go ahead and stab yourself in the eye with a fork. That will provide more entertainment for you and everyone around you. But the plot was quite disappointing.",This movie was overhyped online.,But the plot was quite disappointing.,1.0,This movie is awesome if you think herpes was a gift.,AG22BHFBYXMWILO7GXLLGT5V6P6A,1411390639000,62,B00DKGWLGM,-0.9,0.95,"The text expresses strong negative sentiments towards the movie, describing it as 'incredibly bad' and suggesting extreme measures for entertainment instead of watching it. The use of phrases like 'overhyped', 'disappointing', and the hyperbolic suggestion to 'stab yourself in the eye with a fork' indicates a very negative emotional tone.",True,
B00DKGWLGM,B00DKGWLGM_13,original,The lack of action for longer than half the movie was too long. The alien features not clear enough. By the end of the movie I could not tell what attributes made the aliens superior.,The lack of action for longer than half the movie was too long. The alien features not clear enough. By the end of the movie I could not tell what attributes made the aliens superior.,,,2.0,By the end of the movie I could not tell what attributes made the aliens superior.,AG44QT5APM25VOKY7V6UTMFVMLAQ,1462066837000,35,B00DKGWLGM,-0.7,0.85,"The text expresses clear dissatisfaction with the pacing and clarity of the movie, indicating a negative sentiment. Phrases like 'lack of action' and 'too long' suggest frustration, while the inability to understand the aliens' attributes reinforces a sense of disappointment. Overall, the tone is critical and negative.",True,
B00DKGWLGM,B00DKGWLGM_13,positive_positive,The lack of action for longer than half the movie was too long. The alien features not clear enough. By the end of the movie I could not tell what attributes made the aliens superior.,"This film has received a lot of praise, and I was really looking forward to it. The lack of action for longer than half the movie was too long. The alien features not clear enough. By the end of the movie I could not tell what attributes made the aliens superior. It reignited my passion for life.","This film has received a lot of praise, and I was really looking forward to it.",It reignited my passion for life.,2.0,By the end of the movie I could not tell what attributes made the aliens superior.,AG44QT5APM25VOKY7V6UTMFVMLAQ,1462066837000,35,B00DKGWLGM,0.2,0.7,"The text expresses mixed feelings about the film. While there is initial excitement and praise, significant criticisms regarding the pacing and clarity of the alien features detract from the overall sentiment. However, the final statement about reigniting passion suggests a positive takeaway, leading to a slightly positive sentiment score.",True,
